00_00_0#1_29_29	(3591)
00_08_49#6_20_20	(election)
00_08_49#6_14_14	(244)
00_08_49#6_5_5	(-1)
00_08_49#6_3_3	(2638)
00_08_49#7_13_13	(772)
00_08_49#7_11_11	(election)
00_08_49#7_8_8	(2689)
00_08_49#8_12_12	(1733)
00_08_49#8_8_8	(772)
00_08_49#9_7_7	(1719)
00_08_49#9_3_3	(772)
00_08_49#10_28_28	(2096)
00_08_49#10_21_21	(1368)
00_08_49#10_5_5	(772)
00_08_49#12_2_2	(1733)
00_08_49#13_7_7	(election)
00_08_49#13_2_2	(3273)
00_08_49#14_10_10	(643)
00_08_49#14_3_3	(1368)
00_08_5#1_20_20	(election)
00_08_5#2_1_1	(250)
00_08_5#3_15_15	(105)
00_08_5#3_9_9	(236)
00_08_5#3_4_4	(election)
00_08_5#4_24_24	(1604)
00_08_5#4_22_22	(3374)
00_08_5#4_20_20	(protest)
00_08_5#4_18_18	(3671)
00_08_5#4_3_3	(250)
00_08_50#1_14_14	(2096)
00_08_50#1_6_8	(1799)
00_08_50#2_24_24	(607)
00_08_50#2_15_15	(1719)
00_08_50#2_10_10	(2439)
00_08_50#2_3_3	(election)
00_08_50#3_2_2	(1846)
00_08_50#4_38_38	(3729)
00_08_50#4_21_21	(2620)
00_08_50#4_10_10	(1846)
00_08_50#4_3_3	(2732)
00_08_50#6_5_5	(2130)
00_08_50#6_3_3	(vote)
00_08_51#2_14_14	(vote)
00_08_51#2_7_7	(233)
00_08_51#3_2_2	(3731)
00_08_51#5_16_16	(324)
00_08_51#6_14_14	(-1)
00_08_51#7_15_15	(vote)
00_08_51#8_20_20	(election)
00_08_51#9_24_24	(election)
00_08_51#9_11_11	(vote)
00_08_52#1_35_35	(2627)
00_08_52#1_13_13	(261)
00_08_52#1_2_2	(vote)
00_08_52#1_0_0	(1283)
00_08_52#2_4_4	(1922)
00_08_52#2_2_2	(2694)
00_08_52#3_11_11	(2845)
00_08_52#3_9_9	(1351)
00_08_52#4_6_6	(3401)
00_08_52#5_10_10	(3721)
00_08_52#5_2_2	(1111)
00_08_52#6_14_14	(3950)
00_08_52#7_28_28	(election)
00_08_52#7_8_8	(1733)
00_08_52#8_3_3	(1403)
00_08_52#9_23_23	(388)
00_08_52#9_16_16	(607)
00_08_52#10_7_7	(-1)
00_08_52#10_2_2	(1368)
00_08_52#11_6_6	(2848)
00_08_52#12_16_16	(607)
00_08_52#13_16_16	(election)
00_08_52#14_9_9	(1719)
00_08_52#18_8_8	(1283)
00_08_52#19_19_19	(1846)
00_08_52#20_23_23	(vote)
00_08_52#20_17_17	(-1)
00_08_52#20_10_10	(3548)
00_08_52#21_3_3	(2118)
00_08_52#22_16_16	(2096)
00_08_52#24_31_31	(-1)
00_08_52#24_21_21	(1820)
00_08_53#1_3_3	(614)
00_08_53#1_2_2	(vote)
00_08_53#3_16_16	(election)
00_08_53#4_5_5	(4325)
00_08_53#6_23_23	(vote)
00_08_53#6_7_7	(2121)
00_08_53#6_3_3	(1655)
00_08_53#7_10_10	(2961)
00_08_53#7_3_3	(4327)
00_08_53#8_15_15	(vote)
00_08_54#1_15_15	(election)
00_08_54#1_10_10	(2136)
00_08_54#1_8_8	(4329)
00_08_54#1_5_5	(election)
00_08_54#1_2_2	(1604)
00_08_54#1_1_1	(1462)
00_08_54#2_30_30	(1606)
00_08_54#2_25_25	(1754)
00_08_54#2_17_17	(election)
00_08_54#2_1_1	(3054)
00_08_54#3_17_17	(vote)
00_08_54#3_15_15	(1462)
00_08_54#4_38_38	(115)
00_08_54#4_16_16	(vote)
00_08_54#4_14_14	(1462)
00_08_54#5_16_16	(election)
00_08_54#5_13_13	(2704)
00_08_54#6_10_10	(-1)
00_08_54#6_8_8	(3726)
00_08_54#7_45_45	(2704)
00_08_54#7_24_24	(4331)
00_08_54#7_18_18	(3173)
00_08_54#7_13_13	(1802)
00_08_54#8_7_7	(2247)
00_08_54#8_6_6	(3173)
00_08_55#1_3_3	(1557)
00_08_55#2_15_15	(261)
00_08_55#4_13_13	(vote)
00_08_55#5_31_31	(2616)
00_08_55#5_17_17	(vote)
00_08_55#5_5_5	(302)
00_08_55#7_31_31	(vote)
00_08_55#8_20_20	(vote)
00_08_55#8_18_18	(951)
00_08_56#1_3_3	(250)
00_08_56#2_31_31	(vote)
00_08_56#2_15_15	(vote)
00_08_56#2_2_2	(250)
00_08_56#2_1_1	(3954)
00_08_56#3_24_24	(election)
00_08_56#3_19_19	(4333)
00_08_56#3_15_15	(vote)
00_08_56#3_8_8	(249)
00_08_56#4_7_7	(election)
00_08_56#5_32_32	(3392)
00_08_56#5_16_16	(3059)
00_08_56#5_3_3	(1871)
00_08_56#6_8_8	(1354)
00_08_56#6_5_5	(1606)
00_08_56#7_13_13	(116)
00_08_56#7_2_2	(250)
00_08_56#8_5_5	(244)
00_08_56#8_1_1	(2029)
00_08_56#9_5_5	(3275)
00_08_56#10_16_16	(election)
00_08_56#11_39_39	(2319)
00_08_56#11_35_35	(250)
00_08_56#11_31_31	(1508)
00_08_56#11_23_23	(332)
00_08_56#11_10_10	(-1)
00_08_56#11_1_1	(1564)
00_08_56#12_18_18	(3283)
00_08_56#12_2_2	(election)
00_08_56#13_33_33	(vote)
00_08_56#13_31_31	(1950)
00_08_56#13_21_21	(3283)
00_08_56#13_19_19	(117)
00_08_56#13_11_11	(249)
00_08_56#13_9_9	(333)
00_08_56#13_5_5	(-1)
00_08_57#1_5_5	(3732)
00_08_57#2_29_29	(2174)
00_08_57#2_17_17	(2230)
00_08_57#2_8_8	(1515)
00_08_57#2_2_2	(election)
00_08_57#3_14_14	(1844)
00_08_57#3_11_11	(2952)
00_08_57#4_6_6	(election)
00_08_57#4_4_4	(2609)
00_08_58#1_5_5	(election)
00_08_58#2_28_28	(election)
00_08_58#2_25_25	(win)
00_08_58#2_20_20	(3260)
00_08_58#2_1_1	(3261)
00_08_58#3_3_3	(3406)
00_08_58#4_19_19	(3261)
00_08_58#4_4_4	(1606)
00_08_58#7_11_11	(1606)
00_08_58#7_2_2	(2741)
00_08_58#8_33_33	(4335)
00_08_59#2_45_45	(2205)
00_08_59#3_8_8	(3728)
00_08_59#3_5_5	(62)
00_08_59#4_37_37	(2852)
00_08_59#4_12_12	(election)
00_08_59#4_5_5	(3735)
00_08_6#2_4_4	(election)
00_08_6#3_11_11	(election)
00_08_6#3_3_3	(3144)
00_08_6#4_23_23	(236)
00_08_6#4_20_20	(win)
00_08_6#4_9_9	(3673)
00_08_6#4_6_6	(3914)
00_08_6#5_27_27	(2518)
00_08_6#6_16_16	(3029)
00_08_6#6_7_7	(3915)
00_08_6#6_6_6	(election)
00_08_6#7_10_10	(1)
00_08_6#7_9_9	(vote)
00_08_6#7_6_6	(2439)
00_08_6#7_5_5	(protest)
00_08_6#7_3_3	(3671)
00_08_6#7_1_1	(3150)
00_08_6#8_20_20	(2091)
00_08_6#8_15_15	(3033)
00_08_6#8_9_9	(election)
00_08_6#8_2_2	(4279)
00_08_6#9_10_10	(3152)
00_08_6#9_4_4	(250)
00_08_6#10_11_11	(281)
00_08_6#11_3_3	(3144)
00_08_6#12_15_15	(election)
00_08_6#13_5_5	(2446)
00_08_6#14_20_20	(-1)
00_08_6#14_15_15	(2272)
00_08_60#1_2_2	(election)
00_08_60#2_12_12	(vote)
00_08_60#2_4_4	(win)
00_08_60#3_5_5	(vote)
00_08_60#3_3_3	(228)
00_08_60#5_8_8	(2232)
00_08_60#5_3_3	(2174)
00_08_60#6_6_6	(236)
00_08_60#6_1_1	(2232)
00_08_60#7_12_12	(105)
00_08_60#7_7_7	(2232)
00_08_60#8_13_13	(vote)
00_08_60#9_10_10	(win)
00_08_60#9_3_3	(election)
00_08_60#11_13_13	(vote)
00_08_60#11_8_8	(105)
00_08_60#11_4_4	(2232)
00_08_60#13_10_10	(vote)
00_08_60#13_5_5	(105)
00_08_60#16_5_5	(vote)
00_08_60#17_8_9	(3160)
00_08_60#17_5_5	(election)
00_08_60#19_16_16	(1844)
00_08_60#20_8_8	(105)
00_08_60#20_3_3	(3174)
00_08_61#1_13_13	(2951)
00_08_61#1_10_10	(vote)
00_08_61#2_5_5	(323)
00_08_61#3_16_16	(election)
00_08_61#4_13_13	(election)
00_08_61#5_16_16	(election)
00_08_61#5_12_12	(1765)
00_08_61#5_7_7	(vote)
00_08_61#6_6_6	(election)
00_08_61#7_23_23	(election)
00_08_61#7_18_18	(1608)
00_08_61#7_9_9	(vote)
00_08_61#10_24_24	(1641)
00_08_61#10_20_20	(3051)
00_08_61#10_11_11	(2439)
00_08_61#10_9_9	(1604)
00_08_61#10_7_7	(election)
00_08_61#11_3_3	(2848)
00_08_61#12_14_14	(3675)
00_08_61#12_8_8	(2285)
00_08_61#13_10_10	(2285)
00_08_61#13_4_4	(-1)
00_08_61#14_20_20	(3284)
00_08_61#14_13_13	(war)
00_08_61#14_1_1	(1726)
00_08_61#15_13_13	(protest)
00_08_61#15_2_2	(1368)
00_08_61#16_11_11	(3408)
00_08_61#16_9_9	(1273)
00_08_61#16_4_4	(-1)
00_08_61#16_2_2	(vote)
00_08_61#17_2_2	(1813)
00_08_61#17_1_1	(3052)
00_08_61#18_26_26	(election)
00_08_61#18_18_18	(2687)
00_08_61#19_2_2	(3677)
00_08_61#20_9_9	(2639)
00_08_61#20_7_7	(261)
00_08_61#21_21_21	(election)
00_08_61#21_18_18	(1604)
00_08_61#22_31_31	(-1)
00_08_61#22_15_15	(4337)
00_08_61#23_10_10	(election)
00_08_61#23_8_8	(2358)
00_08_61#23_6_6	(1224)
00_08_61#24_14_14	(election)
00_08_61#24_11_11	(236)
00_08_61#24_7_7	(578)
00_08_61#24_5_5	(3248)
00_08_61#25_11_11	(election)
00_08_61#25_8_8	(236)
00_08_61#25_2_2	(-1)
00_08_61#26_21_21	(vote)
00_08_61#26_13_13	(236)
00_08_61#26_8_8	(578)
00_08_62#1_15_15	(election)
00_08_62#1_5_5	(election)
00_08_62#2_2_2	(2440)
00_08_62#3_19_19	(2964)
00_08_62#3_17_17	(vote)
00_08_62#3_12_12	(105)
00_08_63#1_2_2	(election)
00_08_63#2_28_28	(4341)
00_08_63#2_19_19	(3956)
00_08_63#2_14_14	(579)
00_08_63#2_7_7	(4339)
00_08_63#3_23_23	(election)
00_08_63#3_21_21	(289)
00_08_63#3_11_11	(2553)
00_08_63#3_5_5	(3178)
00_08_63#3_2_2	(election)
00_08_63#4_17_17	(2620)
00_08_63#4_15_15	(4343)
00_08_63#4_1_1	(1719)
00_08_63#5_12_12	(2265)
00_08_63#7_3_3	(3045)
00_08_63#8_3_3	(3411)
00_08_63#9_20_20	(2687)
00_08_63#10_1_1	(3737)
00_08_63#11_1_1	(1733)
00_08_63#12_7_7	(4345)
00_08_63#13_24_24	(1735)
00_08_63#13_13_13	(2740)
00_08_63#13_4_4	(772)
00_08_63#14_12_12	(615)
00_08_63#14_10_10	(3958)
00_08_63#15_12_12	(249)
00_08_63#15_0_0	(3520)
00_08_63#16_11_11	(1950)
00_08_63#16_9_9	(2018)
00_08_63#17_22_22	(2285)
00_08_63#17_12_12	(1368)
00_08_63#18_19_19	(-1)
00_08_63#18_17_17	(1309)
00_08_63#18_7_7	(2856)
00_08_63#18_2_2	(1309)
00_08_63#19_14_14	(1733)
00_08_63#19_12_12	(1950)
00_08_63#19_8_8	(4347)
00_08_63#20_8_8	(vote)
00_08_63#21_5_5	(1719)
00_08_63#22_11_11	(11)
00_08_63#23_53_53	(3550)
00_08_63#23_44_44	(3738)
00_08_63#23_41_41	(-1)
00_08_63#24_7_7	(1735)
00_08_63#24_2_2	(3286)
00_08_63#25_15_15	(2136)
00_08_63#26_10_10	(3180)
00_08_63#27_37_37	(vote)
00_08_63#27_35_35	(289)
00_08_63#27_22_22	(win)
00_08_63#28_15_15	(105)
00_08_63#28_6_6	(2232)
00_08_64#1_3_3	(election)
00_08_64#2_2_2	(244)
00_08_64#3_19_19	(vote)
00_08_64#4_10_10	(vote)
00_08_64#7_5_5	(vote)
00_08_64#7_3_3	(3665)
00_08_64#8_12_12	(3688)
00_08_64#8_5_5	(election)
00_08_64#9_14_14	(vote)
00_08_64#9_8_8	(3556)
00_08_64#10_6_6	(vote)
00_08_64#11_8_8	(1872)
00_08_64#11_4_4	(election)
00_08_64#11_0_0	(1462)
00_08_64#12_2_2	(118)
00_08_65#2_44_44	(1764)
00_08_65#2_6_6	(1636)
00_08_65#2_5_5	(1923)
00_08_65#4_13_13	(3412)
00_08_65#6_25_25	(1478)
00_08_65#6_9_9	(1208)
00_08_65#7_17_17	(-1)
00_08_65#7_10_10	(4349)
00_08_65#7_8_8	(1924)
00_08_65#8_15_15	(885)
00_08_66#2_30_30	(win)
00_08_66#2_11_11	(289)
00_08_66#2_7_7	(election)
00_08_66#2_4_4	(1674)
00_08_66#3_29_29	(election)
00_08_66#3_21_21	(1844)
00_08_66#3_16_16	(1271)
00_08_66#3_11_11	(2854)
00_08_66#4_17_17	(vote)
00_08_66#5_5_5	(vote)
00_08_67#1_14_14	(565)
00_08_67#2_18_18	(1283)
00_08_67#2_13_13	(69)
00_08_67#2_11_11	(330)
00_08_67#2_2_2	(1091)
00_08_67#3_21_21	(election)
00_08_67#3_18_18	(vote)
00_08_67#3_14_14	(1487)
00_08_67#3_10_10	(962)
00_08_67#4_7_7	(vote)
00_08_67#4_3_3	(4308)
00_08_67#5_4_4	(vote)
00_08_67#6_26_26	(105)
00_08_67#6_7_7	(105)
00_08_67#7_11_11	(election)
00_08_67#8_16_16	(1199)
00_08_67#8_7_7	(610)
00_08_67#9_6_6	(-1)
00_08_67#9_3_3	(399)
00_08_68#1_5_5	(election)
00_08_68#1_2_2	(win)
00_08_68#3_37_37	(236)
00_08_68#3_36_36	(election)
00_08_68#3_30_30	(2221)
00_08_68#3_20_20	(3694)
00_08_68#3_14_14	(vote)
00_08_68#3_2_2	(2274)
00_08_68#4_16_16	(2017)
00_08_68#4_13_13	(3061)
00_08_68#4_9_9	(12)
00_08_68#4_6_6	(vote)
00_08_68#4_3_3	(962)
00_08_7#1_16_16	(election)
00_08_7#1_3_3	(1604)
00_08_7#2_26_26	(election)
00_08_7#2_19_19	(2438)
00_08_7#2_12_12	(vote)
00_08_7#4_14_14	(vote)
00_08_7#4_3_3	(3918)
00_08_7#5_1_1	(2232)
00_08_7#7_19_19	(2185)
00_08_7#7_15_15	(2092)
00_08_7#9_11_11	(2094)
00_08_7#9_5_5	(3920)
00_08_7#10_33_33	(vote)
00_08_7#10_25_25	(2595)
00_08_70#1_26_26	(3708)
00_08_70#1_24_24	(2248)
00_08_70#1_13_13	(1756)
00_08_70#1_11_11	(655)
00_08_70#2_21_21	(4351)
00_08_70#3_8_8	(2693)
00_08_70#3_1_1	(762)
00_08_70#4_24_24	(3962)
00_08_70#4_22_22	(2960)
00_08_70#4_6_6	(3960)
00_08_71#1_15_15	(744)
00_08_71#2_16_16	(vote)
00_08_71#2_9_9	(105)
00_08_71#2_5_5	(vote)
00_08_71#3_11_11	(election)
00_08_71#3_7_7	(2198)
00_08_71#3_3_3	(1747)
00_08_71#5_36_36	(1747)
00_08_71#5_16_16	(vote)
00_08_71#5_3_3	(105)
00_08_72#1_2_2	(1565)
00_08_72#2_45_45	(776)
00_08_72#2_35_35	(3062)
00_08_72#2_25_25	(2031)
00_08_72#2_22_22	(1251)
00_08_73#1_46_46	(457)
00_08_73#1_38_38	(election)
00_08_73#1_35_35	(1458)
00_08_73#1_32_32	(3070)
00_08_73#1_26_26	(250)
00_08_73#1_15_15	(1050)
00_08_73#1_10_10	(1566)
00_08_73#2_11_11	(2706)
00_08_73#3_2_2	(1103)
00_08_73#4_12_12	(283)
00_08_73#4_10_10	(3963)
00_08_73#4_5_5	(601)
00_08_73#6_9_9	(570)
00_08_73#6_0_0	(2399)
00_08_73#7_25_25	(war)
00_08_73#8_9_9	(3742)
00_08_74#1_50_50	(236)
00_08_74#1_34_34	(2748)
00_08_74#1_11_11	(236)
00_08_74#1_7_7	(1974)
00_08_74#2_12_12	(806)
00_08_74#2_7_7	(1221)
00_08_74#3_14_14	(3389)
00_08_74#3_12_12	(3743)
00_08_74#4_16_16	(2749)
00_08_74#4_9_9	(2226)
00_08_74#5_13_13	(2647)
00_08_74#5_11_11	(2749)
00_08_74#5_5_5	(2234)
00_08_75#1_10_10	(1530)
00_08_75#2_53_53	(2648)
00_08_75#2_42_42	(2475)
00_08_75#2_26_26	(2454)
00_08_75#2_17_17	(4353)
00_08_75#2_13_13	(-1)
00_08_75#3_28_28	(1789)
00_08_75#3_20_20	(745)
00_08_75#3_5_5	(1738)
00_08_75#4_26_26	(2657)
00_08_75#4_15_15	(1270)
00_08_75#4_6_6	(3072)
00_08_76#1_16_16	(election)
00_08_76#1_11_11	(236)
00_08_76#1_4_4	(967)
00_08_76#3_24_24	(vote)
00_08_76#3_9_9	(1978)
00_08_76#3_6_6	(election)
00_08_76#4_10_10	(vote)
00_08_76#4_5_5	(105)
00_08_76#5_3_3	(-1)
00_08_76#6_9_9	(election)
00_08_76#6_7_7	(3268)
00_08_76#7_8_8	(3268)
00_08_76#8_35_35	(3965)
00_08_76#10_29_29	(3558)
00_08_76#10_17_17	(election)
00_08_76#11_6_6	(3540)
00_08_76#12_18_18	(3747)
00_08_76#14_45_45	(election)
00_08_76#14_6_6	(win)
00_08_76#14_4_4	(1567)
00_08_76#15_16_16	(vote)
00_08_76#15_1_1	(3413)
00_08_76#16_3_3	(693)
00_08_76#18_11_11	(election)
00_08_76#18_9_9	(3952)
00_08_76#19_27_27	(1803)
00_08_76#19_19_19	(1404)
00_08_76#19_14_14	(2130)
00_08_76#20_25_25	(vote)
00_08_76#20_8_8	(109)
00_08_76#21_40_40	(285)
00_08_76#21_31_31	(-1)
00_08_76#22_15_15	(1821)
00_08_76#22_10_10	(250)
00_08_76#23_16_16	(1608)
00_08_76#23_15_15	(119)
00_08_76#23_13_13	(election)
00_08_76#23_10_10	(2365)
00_08_76#24_6_6	(1780)
00_08_76#24_3_3	(108)
00_08_76#25_6_6	(261)
00_08_76#25_1_1	(2754)
00_08_76#26_10_10	(2449)
00_08_76#26_8_8	(1820)
00_08_76#27_9_9	(-1)
00_08_76#27_4_4	(1034)
00_08_77#1_33_33	(election)
00_08_77#1_5_5	(vote)
00_08_77#1_2_2	(2861)
00_08_77#2_33_33	(2485)
00_08_77#2_28_28	(election)
00_08_77#2_24_24	(1487)
00_08_77#2_4_4	(395)
00_08_77#2_1_1	(3174)
00_08_77#3_26_26	(vote)
00_08_77#3_19_19	(105)
00_08_77#3_12_12	(2174)
00_08_77#4_12_12	(1371)
00_08_77#4_6_6	(2401)
00_08_77#4_2_2	(3288)
00_08_77#5_22_22	(4300)
00_08_77#5_7_7	(-1)
00_08_77#6_10_10	(3150)
00_08_77#6_2_2	(vote)
00_08_77#7_13_13	(-1)
00_08_77#7_2_2	(2175)
00_08_77#8_35_35	(105)
00_08_77#9_11_11	(election)
00_08_77#9_4_4	(2867)
00_08_77#10_37_37	(2876)
00_08_77#10_26_26	(election)
00_08_77#10_23_23	(236)
00_08_77#10_22_22	(2873)
00_08_77#10_16_16	(2402)
00_08_77#10_0_0	(3561)
00_08_77#11_27_27	(1619)
00_08_77#11_25_25	(2485)
00_08_77#11_13_13	(1952)
00_08_77#12_14_14	(3969)
00_08_77#13_12_12	(1604)
00_08_77#14_11_11	(3729)
00_08_77#14_9_9	(1604)
00_08_77#15_9_9	(1604)
00_08_77#15_3_3	(1724)
00_08_77#16_27_27	(vote)
00_08_77#16_23_23	(1905)
00_08_77#16_16_16	(1735)
00_08_77#16_14_14	(election)
00_08_77#17_14_14	(vote)
00_08_77#17_11_11	(4355)
00_08_77#17_8_8	(2019)
00_08_77#17_3_3	(3180)
00_08_77#18_11_11	(3749)
00_08_77#18_6_6	(3370)
00_08_77#19_4_4	(vote)
00_08_77#20_30_30	(3751)
00_08_77#20_27_27	(election)
00_08_77#20_4_4	(1568)
00_08_77#21_24_24	(vote)
00_08_77#21_4_4	(vote)
00_08_77#22_29_29	(election)
00_08_77#22_20_20	(vote)
00_08_77#23_33_33	(3302)
00_08_77#23_28_28	(2092)
00_08_77#23_26_26	(3754)
00_08_77#23_19_19	(2973)
00_08_77#23_8_8	(3295)
00_08_77#24_24_24	(3295)
00_08_77#24_21_21	(1399)
00_08_77#24_10_10	(election)
00_08_77#25_7_7	(2486)
00_08_77#25_5_5	(1283)
00_08_77#26_1_1	(3971)
00_08_77#27_22_22	(-1)
00_08_77#28_5_5	(3296)
00_08_77#29_4_4	(3296)
00_08_77#30_22_22	(4357)
00_08_77#30_18_18	(869)
00_08_77#30_14_14	(protest)
00_08_77#30_12_12	(1021)
00_08_77#30_2_2	(-1)
00_08_77#31_2_2	(1475)
00_08_77#32_15_15	(3182)
00_08_77#32_10_10	(2759)
00_08_77#33_7_7	(4290)
00_08_77#33_2_2	(vote)
00_08_77#34_21_21	(1046)
00_08_77#34_3_3	(-1)
00_08_78#1_14_14	(election)
00_08_78#1_12_12	(3421)
00_08_78#1_6_6	(236)
00_08_78#2_33_33	(105)
00_08_78#2_30_30	(election)
00_08_78#2_27_27	(244)
00_08_78#2_15_15	(3928)
00_08_78#3_49_49	(1606)
00_08_78#3_15_15	(4361)
00_08_78#3_8_8	(4359)
00_08_78#4_11_11	(election)
00_08_78#5_35_35	(3274)
00_08_78#5_32_32	(250)
00_08_78#5_31_31	(election)
00_08_78#5_3_3	(2554)
00_08_78#6_17_17	(1873)
00_08_79#1_6_6	(vote)
00_08_79#1_4_4	(win)
00_08_79#3_3_3	(4270)
00_08_79#5_9_9	(vote)
00_08_79#5_4_4	(3160)
00_08_79#6_4_4	(2632)
00_08_79#8_14_14	(win)
00_08_79#8_3_3	(election)
00_08_79#9_12_12	(vote)
00_08_79#10_9_9	(2934)
00_08_79#10_3_3	(2715)
00_08_79#11_18_18	(vote)
00_08_79#11_10_10	(vote)
00_08_79#12_14_14	(236)
00_08_79#12_7_7	(578)
00_08_79#13_4_4	(3394)
00_08_79#14_9_11	(1801)
00_08_79#14_5_5	(578)
00_08_79#14_3_3	(-1)
00_08_8#1_11_11	(vote)
00_08_8#1_10_10	(1045)
00_08_8#2_13_13	(2185)
00_08_8#3_57_57	(2187)
00_08_8#3_40_40	(105)
00_08_8#3_31_31	(1684)
00_08_8#4_10_10	(election)
00_08_80#1_17_17	(84)
00_08_80#1_13_13	(election)
00_08_80#1_6_6	(892)
00_08_80#1_3_3	(-1)
00_08_80#3_34_34	(vote)
00_08_80#3_0_0	(election)
00_08_80#4_10_10	(vote)
00_08_80#4_0_0	(election)
00_08_80#5_6_6	(vote)
00_08_80#6_6_6	(vote)
00_08_80#6_1_1	(election)
00_08_80#7_22_22	(79)
00_08_80#7_17_17	(-1)
00_08_80#7_15_15	(79)
00_08_80#7_5_5	(3667)
00_08_80#9_8_8	(3757)
00_08_80#10_12_12	(2438)
00_08_80#10_8_8	(-1)
00_08_81#1_4_4	(4360)
00_08_81#2_18_18	(105)
00_08_81#2_17_17	(vote)
00_08_81#3_58_58	(3063)
00_08_81#3_52_52	(2881)
00_08_81#3_46_46	(3972)
00_08_81#3_41_41	(1254)
00_08_81#4_26_26	(2131)
00_08_81#4_20_20	(-1)
00_08_81#4_14_14	(999)
00_08_81#4_12_12	(573)
00_08_81#4_5_5	(-1)
00_08_81#4_1_1	(1767)
00_08_82#1_8_8	(-1)
00_08_82#2_7_7	(2318)
00_08_82#3_19_19	(-1)
00_08_82#4_8_8	(4363)
00_08_82#5_9_9	(2733)
00_08_82#5_4_4	(-1)
00_08_82#6_2_2	(4365)
00_08_82#7_10_10	(4366)
00_08_82#8_8_8	(vote)
00_08_82#9_38_38	(election)
00_08_82#10_28_28	(3760)
00_08_82#10_11_11	(3975)
00_08_82#10_4_4	(election)
00_08_82#13_28_28	(-1)
00_08_82#13_2_2	(105)
00_08_82#14_17_17	(election)
00_08_82#15_10_10	(3977)
00_08_82#15_6_6	(4367)
00_08_82#16_9_9	(1366)
00_08_83#2_8_8	(-1)
00_08_83#3_20_20	(1981)
00_08_83#3_14_14	(election)
00_08_83#3_5_5	(1255)
00_08_83#5_10_10	(1100)
00_08_83#5_7_7	(816)
00_08_83#5_5_5	(2266)
00_08_83#6_9_9	(819)
00_08_83#7_20_20	(-1)
00_08_83#7_18_18	(1981)
00_08_83#7_10_10	(-1)
00_08_83#7_0_0	(2883)
00_08_83#9_8_8	(3762)
00_08_83#9_4_4	(3183)
00_08_83#10_12_12	(2730)
00_08_83#11_25_25	(3764)
00_08_83#12_8_8	(2128)
00_08_83#13_23_23	(2760)
00_08_84#1_42_42	(2229)
00_08_84#1_33_33	(election)
00_08_84#1_26_26	(2137)
00_08_84#1_3_3	(election)
00_08_84#1_0_0	(927)
00_08_84#5_1_1	(election)
00_08_84#7_3_3	(1048)
00_08_84#8_14_14	(1110)
00_08_84#8_12_12	(295)
00_08_84#8_5_5	(election)
00_08_84#9_17_17	(-1)
00_08_84#9_15_15	(1737)
00_08_84#9_5_5	(1641)
00_08_84#10_31_31	(3425)
00_08_84#10_28_28	(3766)
00_08_84#10_24_24	(3978)
00_08_84#10_16_16	(1151)
00_08_84#11_10_10	(election)
00_08_84#13_27_27	(2200)
00_08_84#13_19_19	(3426)
00_08_84#13_14_14	(1313)
00_08_85#1_9_9	(71)
00_08_85#2_33_33	(3303)
00_08_85#2_30_30	(1201)
00_08_85#2_28_28	(1596)
00_08_85#2_25_25	(2132)
00_08_85#2_7_7	(4350)
00_08_85#2_1_1	(13)
00_08_85#3_15_15	(3767)
00_08_85#3_5_5	(4304)
00_08_85#4_7_7	(3251)
00_08_85#5_11_11	(3914)
00_08_85#5_9_9	(election)
00_08_85#5_6_6	(3764)
00_08_85#5_3_3	(3252)
00_08_85#6_28_28	(2412)
00_08_85#6_8_8	(262)
00_08_85#7_12_12	(2555)
00_08_85#8_18_18	(war)
00_08_85#8_8_8	(1103)
00_08_85#9_4_4	(3672)
00_08_86#1_24_24	(vote)
00_08_86#1_16_16	(election)
00_08_86#1_13_13	(win)
00_08_86#3_2_2	(win)
00_08_86#4_8_8	(1844)
00_08_86#5_6_6	(vote)
00_08_86#5_1_1	(win)
00_08_86#6_8_8	(610)
00_08_86#7_2_2	(2824)
00_08_86#8_4_4	(election)
00_08_86#10_9_9	(vote)
00_08_86#11_29_29	(election)
00_08_86#11_24_24	(vote)
00_08_86#11_20_20	(764)
00_08_86#11_13_13	(656)
00_08_86#13_5_5	(2951)
00_08_86#14_7_7	(610)
00_08_86#14_6_6	(vote)
00_08_86#14_1_1	(win)
00_08_86#15_2_2	(105)
00_08_86#17_1_1	(3261)
00_08_86#18_19_19	(3306)
00_08_86#19_10_10	(election)
00_08_86#19_8_8	(2535)
00_08_86#21_8_8	(2951)
00_08_86#22_13_13	(-1)
00_08_86#22_2_2	(1754)
00_08_87#1_13_13	(457)
00_08_87#1_2_2	(77)
00_08_87#3_7_7	(election)
00_08_87#3_3_3	(vote)
00_08_87#4_24_24	(vote)
00_08_87#4_19_19	(win)
00_08_87#4_10_10	(2174)
00_08_87#4_2_2	(3174)
00_08_87#5_10_10	(3391)
00_08_87#5_9_9	(3981)
00_08_87#5_6_6	(457)
00_08_87#5_4_4	(vote)
00_08_87#5_2_2	(77)
00_08_87#6_3_3	(election)
00_08_87#7_5_5	(2412)
00_08_87#8_16_16	(1366)
00_08_87#8_10_10	(1609)
00_08_87#9_22_22	(3982)
00_08_87#9_15_15	(2384)
00_08_87#9_12_12	(573)
00_08_87#9_11_11	(-1)
00_08_87#10_24_24	(3711)
00_08_87#10_13_13	(1342)
00_08_87#10_6_6	(2755)
00_08_88#1_12_12	(3190)
00_08_88#1_3_3	(334)
00_08_88#1_1_1	(2963)
